"arrival_date","destination_region","destination_city","length_of_stay","has_meal","purpose_trip","sell_price","user_id"
"2019-02-28","Russia","Moscow","3","1","leasure","17576","25310"
"2019-03-17","Western Europe","Munich","3","1","business","27875","16601"
"2019-02-18","International","Hanoi","2","1","business","5785","6146"
"2019-02-19","Western Europe","London","2","1","business","50815","21325"
"2019-02-20","Russia","Salekhard","2","1","business","7321","5782"
"2019-04-07","Western Europe","Vienna","8","1","leasure","43229","18670"
"2019-02-19","Russia","Moscow","2","1","business","40113","17481"
"2019-02-18","Russia","Saint Petersburg","2","1","leasure","16307","30032"
"2019-03-12","Russia","Saint Petersburg","1","1","business","4771","14684"
"2019-02-16","Russia","Tomsk","6","0","leasure","14335","30634"
"2019-02-20","Russia","Moscow","2","1","business","7869","5782"
"2019-03-31","Western Europe","Baden-Baden","2","1","leasure","11844","6988"
"2019-02-17","International","Bangkok","5","1","leasure","17147","33259"
"2019-04-12","Russia","Moscow","2","1","leasure","32618","23459"
"2019-02-18","International","Johor Bahru","3","1","business","7679","32561"
"2019-02-18","Russia","Moscow","3","1","business","44945","9996"
"2019-02-19","Russia","Ulyanovsk","3","1","business","5620","16741"
"2019-02-15","Russia","Moscow","1","0","business","2606","6189"
"2019-02-24","Southern Europe","Madrid","3","1","business","40873","30319"
"2019-02-21","Russia","Chelyabinsk","1","1","business","4867","14806"
"2019-04-23","International","Pattaya","4","1","leasure","44997","18144"
"2019-07-09","International","Ujjain","1","0","business","875","32769"
"2019-02-18","International","Miami Beach","2","1","business","35022","24533"
"2019-03-01","Arabia","Algiers","7","1","leasure","93219","34565"
"2019-02-21","Arabia","Medina","4","0","leasure","38919","19560"
"2019-02-15","Russia","Big Gelendzhik","1","1","business","1771","6871"
"2019-02-19","Russia","Moscow","1","1","business","5370","9899"
"2019-03-24","Arabia","Abu Dhabi","6","1","leasure","166155","12501"
"2019-03-22","International","Tokyo","21","1","leasure","579874","19560"
"2019-03-10","Western Europe","Amsterdam","15","1","leasure","306597","16695"
"2019-03-14","Southern Europe","Rome","1","1","business","8191","6513"
"2019-03-18","Russia","Vladimir","4","1","business","17265","7198"
"2019-02-24","Russia","Moscow","3","1","business","16234","14684"
"2019-02-27","Russia","Rostov-on-Don","1","0","business","2465","14684"
"2019-05-09","International","New Delhi","4","1","leasure","14964","6140"
"2019-02-16","Russia","Cheboksary","1","1","leasure","3103","23082"
"2019-02-19","Russia","Kurgan","1","1","business","2872","16741"
"2019-04-09","Southern Europe","Cerro Maggiore","3","1","business","88475","23459"
"2019-02-21","International","Poznan","1","1","business","13122","31976"
"2019-02-20","Arabia","Dubai","7","1","leasure","168882","30319"
"2019-03-05","International","Goa","9","1","leasure","24481","23588"
"2019-03-18","Southern Europe","Madrid","4","1","leasure","28916","33233"
"2019-08-13","Southern Europe","Barcelona","1","0","business","13659","32589"
"2019-02-19","Western Europe","Mierlo","1","1","leasure","23108","25777"
"2019-02-18","Russia","Saratov","4","1","business","12205","7516"
"2019-03-07","Western Europe","Paris","4","1","leasure","17441","23161"
"2019-03-22","International","Prague","2","1","leasure","30360","34516"
"2019-09-04","International","New York","6","1","leasure","110979","34482"
"2019-02-22","Russia","Ukhta","1","0","business","3844","21468"
"2019-02-19","Russia","Tomsk","4","1","business","10399","10579"
"2019-05-14","Russia","Moscow","5","1","business","24941","25720"
"2019-05-26","International","Alanya","10","1","leasure","98821","31748"
"2019-05-22","International","Tbilisi","5","1","business","19898","6125"
"2019-06-09","International","Kyoto","3","1","business","11623","16332"
"2019-05-01","Western Europe","Bern","4","1","business","58278","22925"
"2019-05-23","Southern Europe","Rome","1","1","leasure","3937","34424"
"2019-05-15","Russia","Saint Petersburg","3","1","business","21125","14684"
"2019-06-08","Russia","Moscow","3","1","business","16803","12554"
"2019-05-22","Russia","Saint Petersburg","4","0","business","10292","6928"
"2019-05-03","Western Europe","Paris","2","1","leasure","13621","34435"
"2019-02-17","International","Tel Aviv","1","1","business","12244","21433"
"2019-02-18","Russia","Omsk","3","1","business","10114","5892"
"2019-03-19","CIS","Minsk","1","1","business","13746","5892"
"2019-02-19","Russia","Sterlitamak","2","1","business","4996","5892"
"2019-04-04","Southern Europe","Mellieha","3","1","leasure","13833","29356"
"2019-06-11","Southern Europe","Maiori","3","1","business","37466","12727"
"2019-02-16","International","Manama","1","1","leasure","12103","21768"
"2019-02-14","Russia","Krasnoyarsk","1","1","business","5981","28396"
"2019-05-02","International","Tokyo","7","1","leasure","43348","11597"
"2019-02-17","Russia","Krasnodar","2","1","business","3015","9996"
"2019-02-23","International","Callao","1","1","leasure","8446","14806"
"2019-02-17","International","Sofia","3","0","leasure","13495","18744"
"2019-02-15","Western Europe","Cologne","4","0","business","14706","32458"
"2019-02-21","Russia","Rostov-on-Don","1","0","business","2367","5963"
"2019-02-19","Russia","Nizhniy Novgorod","1","1","business","3764","14684"
"2019-03-25","International","New York","10","0","leasure","131801","15490"
"2019-02-25","Arabia","Dubai","7","0","leasure","33886","18528"
"2019-04-28","International","Tokyo","7","0","leasure","58196","11597"
"2019-04-08","Western Europe","Ivry-sur-Seine","7","0","leasure","26931","6147"
"2019-03-23","International","Windhoek","1","1","leasure","11857","30319"
"2019-02-16","Russia","Moscow","1","1","leasure","4394","21718"
"2019-03-24","Russia","Khimki","1","1","business","5432","5892"
"2019-02-19","Russia","Volgograd","1","1","business","3217","14546"
"2019-02-17","Arabia","Riyadh","4","1","business","24806","21768"
"2019-04-29","International","Prague","2","1","business","44825","17648"
"2019-02-16","Western Europe","London","1","1","leasure","4658","14642"
"2019-02-17","Russia","Moscow","2","1","business","10215","5782"
"2019-02-22","Southern Europe","Mestre","3","1","leasure","12773","17505"
"2019-02-14","Russia","Rostov-on-Don","4","1","leasure","9451","14010"
"2019-02-15","International","Ahungalla","3","1","leasure","59836","28396"
"2019-02-15","Western Europe","London","1","0","business","21928","34109"
"2019-03-03","CIS","Almaty","3","1","leasure","135256","31474"
"2019-03-17","Western Europe","Nice","12","0","leasure","43751","25677"
"2019-02-25","Western Europe","Berlin","5","1","business","24859","10579"
"2019-04-09","Russia","Moscow","5","1","business","27382","12045"
"2019-02-18","Russia","Tyumen","3","1","business","13400","21468"
"2019-02-14","Russia","Moscow","1","1","business","4234","5782"
"2019-02-16","Western Europe","Paris","7","1","leasure","42502","33233"
"2019-02-21","Western Europe","Levallois-Perret","1","1","business","10442","32636"
"2019-03-19","International","Stockholm","1","0","business","2665","29100"
"2019-05-01","Western Europe","London","4","1","business","34163","6177"
"2019-03-13","Southern Europe","Seville","4","1","business","25087","33487"
"2019-02-27","International","Prague","2","0","business","6885","12993"
"2019-05-01","Southern Europe","Madrid","3","1","business","47989","14876"
"2019-02-15","Russia","Moscow","30","0","leasure","56377","14806"
"2019-02-18","International","Sofia","3","1","business","13663","32858"
"2019-04-18","International","Mauritius Island","7","1","leasure","73017","33487"
"2019-04-19","Russia","Moscow","2","1","leasure","4464","20875"
"2019-02-22","International","Makati","6","1","leasure","90108","22113"
"2019-08-19","Arabia","Dubai","6","1","leasure","25956","32679"
"2019-02-15","Arabia","Hurghada","1","1","business","2289","26793"
"2019-03-28","International","Taipei","1","0","business","2418","30327"
"2019-03-11","CIS","Nur-Sultan","1","1","business","3278","13636"
"2019-04-07","International","Newport Beach","2","0","business","32005","18889"
"2019-02-19","Russia","Kazan","2","1","business","13814","14393"
"2019-05-06","Southern Europe","Sesto San Giovanni","2","1","business","14505","23762"
"2019-02-26","Russia","Sochi","1","1","business","5859","17027"
"2019-03-10","Western Europe","Frankfurt","2","0","business","43942","18382"
"2019-05-16","International","Vilnius","13","1","leasure","38222","14443"
"2019-02-18","Russia","Omsk","2","1","business","4800","30634"
"2019-02-17","International","Tel Aviv","1","1","business","12244","21433"
"2019-03-24","Western Europe","Amsterdam","3","1","business","18847","25154"
"2019-02-18","Russia","Moscow","1","1","business","4426","22888"
"2019-02-20","Russia","Moscow","3","1","business","7963","16697"
"2019-07-31","Western Europe","Antibes","14","1","leasure","102221","7102"
"2019-04-02","CIS","Yerevan","5","1","business","25053","10189"
"2019-02-26","Russia","Saint Petersburg","3","1","business","16976","10579"
"2019-02-17","Russia","Saint Petersburg","14","1","leasure","26442","5800"
"2019-02-18","Russia","Nizhniy Novgorod","2","1","business","8254","20784"
"2019-02-18","Russia","Moscow","4","1","business","16745","6854"
"2019-03-07","International","Bangkok","1","1","business","3894","23210"
"2019-02-24","Russia","Irkutsk","4","1","business","18144","6854"
"2019-02-19","Russia","Stavropol","1","1","business","3020","7516"
"2019-02-22","Arabia","Dubai","14","0","leasure","70360","28121"
"2019-03-03","Western Europe","Hanover","5","1","leasure","116916","23326"
"2019-02-26","Russia","Saint Petersburg","3","1","business","21785","29826"
"2019-05-15","Southern Europe","Rome","4","1","leasure","66171","19278"
"2019-03-12","Western Europe","Hamburg","2","1","business","23881","6146"
"2019-02-18","Russia","Krasnoyarsk","3","1","business","8600","19627"
"2019-02-26","Russia","Moscow","2","1","business","16235","16873"
"2019-02-18","Russia","Moscow","1","1","business","8669","20860"
"2019-02-18","Russia","Moscow","3","1","business","21462","5782"
"2019-04-21","Western Europe","Dusseldorf","5","0","business","15078","13261"
"2019-02-17","Russia","Nizhniy Novgorod","1","1","business","3391","21535"
"2019-05-31","Russia","Saint Petersburg","6","1","leasure","48148","16707"
"2019-02-19","CIS","Atyrau","3","1","business","11389","14806"
"2019-02-16","International","Bali","3","1","business","7722","28396"
"2019-04-17","International","Istanbul","5","1","business","39916","24383"
"2019-04-29","International","Tbilisi","11","1","leasure","45279","31675"
"2019-03-06","International","Tel Aviv","2","0","business","6288","18424"
"2019-02-17","International","Bangkok","5","1","leasure","11130","33259"
"2019-03-09","Western Europe","Dusseldorf","6","1","leasure","29777","19560"
"2019-02-17","Russia","Sevastopol","1","1","business","4421","14684"
"2019-02-27","International","Tel Aviv","5","0","business","20865","32200"
"2019-03-22","CIS","Chisinau","2","1","leasure","17570","19560"
"2019-02-21","Western Europe","Brussels","1","1","business","16052","33226"
"2019-02-17","Russia","Ufa","5","1","business","15692","6236"
"2019-04-10","Western Europe","London","10","1","leasure","81844","15301"
"2019-04-05","Western Europe","Hamburg","1","1","business","14297","15755"
"2019-04-30","Arabia","Dubai","20","1","leasure","394853","33175"
"2019-02-19","International","Tonsberg","2","1","business","18176","34030"
"2019-02-19","Russia","Sochi","2","1","business","14836","14684"
"2019-02-19","International","Shenzhen","4","1","business","23638","21325"
"2019-04-16","Southern Europe","Barcelona","4","1","business","103528","24149"
"2019-03-05","International","Bergen","2","1","business","29091","21535"
"2019-02-20","CIS","Minsk","1","1","business","5300","14684"
"2019-02-17","Russia","Krasnoyarsk","1","1","business","4075","32762"
"2019-02-24","International","Istanbul","2","1","business","3579","25348"
"2019-02-24","International","Daugavpils","1","0","business","17731","24066"
"2019-05-07","International","Prague","2","1","business","19508","21587"
"2019-02-16","International","Istanbul","2","1","leasure","11225","31954"
"2019-04-29","Western Europe","Paris","6","0","leasure","83379","27464"
"2019-02-15","Russia","Murmansk","9","0","leasure","22765","13729"
"2019-10-15","International","Naples","7","0","leasure","95098","6233"
"2019-10-15","Southern Europe","Palmanova","4","1","leasure","19363","19043"
"2019-02-23","Arabia","Sharjah","5","1","business","20592","34332"
"2019-09-30","Southern Europe","Rome","10","1","leasure","45612","32200"
"2019-03-10","Western Europe","Dublin","1","0","business","7423","24763"
"2019-03-18","Western Europe","Hamburg","1","1","business","13611","20029"
"2019-02-17","Russia","Moscow","5","1","business","30281","13729"
"2019-03-15","Western Europe","Manchester","2","0","leasure","19138","24763"
"2019-03-29","Western Europe","Manchester","2","1","leasure","40954","24763"
"2019-10-15","Southern Europe","s'Arenal","4","1","business","11374","19043"
"2019-02-18","Western Europe","Salzburg","3","1","business","39528","12888"
"2019-09-11","Southern Europe","Fatima","1","1","leasure","18347","19134"
"2019-09-19","Western Europe","Cologne","1","0","business","26092","24435"
"2019-06-12","Western Europe","London","3","1","leasure","47671","29356"
"2019-06-26","International","Singapore","4","1","leasure","19776","18744"
"2019-08-27","Southern Europe","Ponta Delgada","1","1","business","5469","29475"
"2019-06-16","Russia","Moscow","5","1","business","21641","27563"
"2019-08-14","International","Phuket","4","1","business","29780","33338"
"2019-08-14","International","Waikiki Beach","6","0","leasure","91288","24854"
"2019-02-19","Russia","Moscow","6","1","leasure","37857","13729"
"2019-02-24","CIS","Almaty","5","1","business","50248","12888"
"2019-02-21","Southern Europe","Milan","1","1","business","18852","23882"
"2019-03-14","Southern Europe","Rome","1","1","business","5439","20029"
"2019-03-01","Western Europe","Birmingham","12","0","leasure","139377","7604"
"2019-02-14","International","Helsinki","1","1","business","14695","28396"
"2019-02-15","Russia","Moscow","1","0","leasure","5767","28396"
"2019-04-01","International","Prague","1","1","leasure","13956","13879"
"2019-02-14","International","Busan","3","1","leasure","9331","10230"
"2019-02-17","Southern Europe","Limassol","6","1","leasure","31882","14751"
"2019-02-25","International","Singapore","4","0","business","39940","7789"
"2019-03-05","Russia","Rostov-on-Don","2","1","business","13140","14684"
"2019-02-19","Southern Europe","Grosseto","2","1","business","6891","29356"
"2019-02-18","Russia","Moscow","1","1","business","25523","6211"
"2019-04-30","Russia","Astrakhan","2","1","business","6943","16091"
"2019-02-19","Arabia","Dubai","3","1","business","25542","34478"
"2019-02-18","Russia","Saint Petersburg","1","1","business","4073","5782"
"2019-06-15","Southern Europe","Corfu","7","1","leasure","50353","19043"
"2019-02-17","Russia","Perm","5","1","business","14175","27146"
"2019-02-21","Russia","Volgograd","2","1","business","6381","16624"
"2019-03-11","International","Istanbul","4","1","business","14201","17498"
"2019-02-28","Russia","Moscow","2","1","business","11057","7880"
"2019-02-18","Russia","Moscow","1","0","business","3042","8831"
"2019-05-31","Western Europe","Les Baux-de-Provence","3","0","leasure","40566","26836"
"2019-02-27","Russia","Krasnoyarsk","2","1","business","6752","10194"
"2019-02-28","Southern Europe","Barcelona","7","0","leasure","57956","11098"
"2019-02-14","Russia","Pyatigorsk","1","1","business","2196","6316"
"2019-03-07","Southern Europe","La Coruna","4","1","leasure","20638","6109"
"2019-04-25","International","Istanbul","2","1","leasure","29888","15985"
"2019-03-19","Western Europe","Munich","3","1","business","23229","18744"
"2019-02-18","International","Vantaa","1","1","business","6386","26077"
"2019-02-25","Russia","Saint Petersburg","1","1","business","4817","6628"
"2019-03-04","Western Europe","Basingstoke","3","1","business","34374","17740"
"2019-03-27","Western Europe","Paris","1","1","leasure","8412","24815"
"2019-02-18","International","Odense","1","1","business","9219","23620"
"2019-03-08","Western Europe","London","5","0","leasure","43652","28538"
"2019-03-03","Russia","Moscow","1","0","business","2794","5952"
"2019-03-11","Western Europe","Hamburg","2","1","business","15244","19560"
"2019-02-18","Russia","Moscow","2","1","business","44915","5782"
"2019-08-20","International","Kuala Lumpur","2","0","business","1280","18925"
"2019-02-18","International","Kolkata","2","1","leasure","52824","11096"
"2019-10-03","Western Europe","St. Brelade","2","1","business","24681","25203"
"2019-02-24","International","Gaborone","6","1","leasure","79899","17459"
"2019-02-16","International","Istanbul","5","1","leasure","18016","29503"
"2019-04-09","International","Warsaw","3","1","leasure","41224","27519"
"2019-03-02","Southern Europe","Milan","4","1","leasure","19598","11077"
"2019-03-14","Russia","Moscow","1","1","business","5050","7880"
"2019-02-20","International","Poznan","2","1","business","15448","16389"
"2019-02-17","Russia","Sterlitamak","12","1","leasure","24885","30633"
"2019-02-22","Western Europe","Paris","4","0","business","59173","17243"
"2019-02-18","International","Stellenbosch","1","1","business","7681","29992"
"2019-05-16","International","Prague","2","1","business","20730","34655"
"2019-03-24","Western Europe","Munich","4","1","business","48124","26077"
"2019-02-16","Russia","Novokuznetsk","3","1","business","16422","14684"
"2019-02-18","Russia","Kurchatov","1","1","business","6922","16294"
"2019-03-29","Western Europe","Liverpool","2","0","leasure","36581","26751"
"2019-03-21","Southern Europe","Zagreb","3","1","leasure","13213","19560"
"2019-02-21","Russia","Saint Petersburg","1","1","business","5240","28396"
"2019-03-23","International","Bali","8","1","leasure","226267","7723"
"2019-06-15","Southern Europe","Cardano al Campo","1","1","leasure","4146","29356"
"2019-02-15","International","Kuala Lumpur","1","0","business","1638","18744"
"2019-03-17","International","Santiago","5","1","business","56975","14684"
"2019-02-18","Russia","Moscow","4","1","business","11701","12440"
"2019-03-09","International","Jurmala","1","1","leasure","2944","21568"
"2019-02-23","International","Buenos Aires","2","1","leasure","23661","26168"
"2019-02-21","Arabia","Mecca","2","0","leasure","24197","31816"
"2019-03-05","International","Bangkok","1","1","business","22711","23458"
"2019-04-30","Southern Europe","Rome","9","1","leasure","87276","15024"
"2019-02-26","Russia","Yekaterinburg","1","1","business","4084","21696"
"2019-03-20","Western Europe","Paris","7","1","leasure","36417","11225"
"2019-02-17","Russia","Krasnoyarsk","2","1","business","5979","5848"
"2019-03-08","Russia","Yalta","5","1","business","28656","27782"
"2019-02-15","International","Istanbul","4","1","business","13522","6715"
"2019-02-19","Russia","Saint Petersburg","2","1","business","8875","5949"
"2019-02-18","Russia","Orel","4","1","business","10268","8846"
"2019-02-19","Russia","Tyumen","2","1","business","8121","6579"
"2019-02-17","International","Tallinn","2","1","business","6708","31243"
"2019-02-16","International","Budapest","1","0","leasure","451","32634"
"2019-02-20","International","Bratislava","2","1","business","27350","12524"
"2019-02-26","Russia","Saint Petersburg","1","1","business","5656","10579"
"2019-02-18","Russia","Moscow","1","1","business","3921","16516"
"2019-02-19","Southern Europe","Milan","1","1","business","13750","23937"
"2019-02-25","Russia","Moscow","2","1","business","11777","6677"
"2019-02-26","International","Guangzhou","3","1","business","18184","7516"
"2019-02-27","Western Europe","Brussels","1","1","business","11481","20538"
"2019-02-28","Southern Europe","Alicante","3","1","leasure","15714","6481"
"2019-02-21","CIS","Tashkent","1","1","business","3615","14684"
"2019-02-18","Western Europe","Munich","2","1","business","63191","23326"
"2019-02-18","Russia","Kurchatov","1","0","business","6582","16294"
"2019-04-14","Southern Europe","Athens","3","1","business","31527","19560"
"2019-02-27","Russia","Petropavlovsk-Kamchatsky","5","1","business","13103","14684"
"2019-02-22","CIS","Yerevan","3","1","leasure","7758","18961"
"2019-02-17","Arabia","Dubai","4","1","business","37923","20853"
"2019-04-02","Russia","Khimki","1","1","business","4731","31508"
"2019-05-07","International","Prague","4","1","business","39696","21587"
"2019-03-19","Western Europe","Brussels","3","1","business","62450","20538"
"2019-02-18","Russia","Samara","1","1","business","4908","7516"
"2019-03-07","International","Manama","2","0","leasure","16692","21769"
"2019-02-24","Russia","Saint Petersburg","1","1","business","11735","23934"
"2019-03-28","Western Europe","Vienna","2","1","business","10675","18532"
"2019-02-16","Arabia","Dubai","1","0","leasure","4909","28476"
"2019-02-19","Arabia","Beirut","1","1","business","24088","23402"
"2019-03-14","Western Europe","London","1","1","leasure","25858","35062"
"2019-03-21","Arabia","Hurghada","4","1","leasure","9800","31810"
"2019-04-14","International","Tokyo","6","1","leasure","211379","19198"
"2019-02-25","Russia","Yaroslavl","3","1","business","10176","16672"
"2019-04-13","International","Kyoto","3","1","business","88957","9979"
"2019-02-19","Russia","Naryan Mar","3","1","business","8028","14684"
"2019-03-12","Russia","Nizhniy Novgorod","6","1","leasure","8953","16655"
"2019-02-24","Russia","Irkutsk","1","1","business","9528","14073"
"2019-03-05","International","Jakarta","4","1","business","58120","14684"
"2019-02-19","Russia","Nakhodka","5","1","business","17336","33103"
"2019-04-27","Western Europe","Vienna","4","1","business","45403","31223"
"2019-02-19","Russia","Arkhangelsk","1","1","business","3262","16741"
"2019-02-26","Russia","Yekaterinburg","2","1","business","13322","6332"
"2019-02-18","Russia","Kurchatov","1","0","leasure","16110","16294"
"2019-02-19","Russia","Kirishi","1","1","business","3058","16297"
"2019-02-18","Russia","Nazran","1","0","business","2098","14684"
"2019-02-19","Southern Europe","Madrid","2","1","business","22894","16232"
"2019-02-21","International","Suzhou","4","1","leasure","16733","24030"
"2019-03-22","International","Prague","2","1","leasure","15297","34516"
"2019-02-20","Western Europe","Paris","1","1","business","13041","28849"
"2019-03-02","International","Warsaw","5","1","business","20328","6030"
"2019-03-19","International","San Francisco","2","0","business","51708","20784"
"2019-02-20","Russia","Irkutsk","2","1","business","7102","24035"
"2019-02-19","Western Europe","Liverpool","1","1","business","10510","24763"
"2019-03-03","Western Europe","Versailles","2","1","business","18060","13729"
"2019-08-20","International","New York","9","0","leasure","149758","29356"
"2019-03-08","International","Auckland","2","1","leasure","39824","20587"
"2019-09-17","Western Europe","Paris","4","0","business","61560","18889"
"2019-09-10","International","Reykjavik","1","0","business","18060","32589"
"2019-03-01","Southern Europe","Rome","4","1","business","29128","29356"
"2019-03-13","International","Prague","3","1","business","9558","6146"
"2019-05-23","International","Chatan","10","1","leasure","146054","18145"
"2019-02-17","Russia","Irkutsk","2","1","business","18032","25044"
"2019-02-15","Russia","Ulyanovsk","1","1","business","3825","10584"
"2019-02-17","Southern Europe","Milan","3","1","business","17644","14684"
"2019-02-18","Russia","Nizhnekamsk","1","1","business","4204","28396"
"2019-02-19","Russia","Simferopol","2","1","business","8356","14684"
"2019-02-18","Russia","Naberezhnye Chelny","4","1","business","12079","20447"
"2019-02-21","International","Stockholm","4","0","leasure","3310","19180"
"2019-02-21","Western Europe","Strasbourg","1","1","business","11130","17038"
"2019-02-20","CIS","Yerevan","3","1","business","13727","10189"
"2019-03-23","Western Europe","Paris","7","0","leasure","41492","6683"
"2019-03-31","International","Budapest","5","1","business","28677","19052"
"2019-03-30","Southern Europe","Rome","4","1","business","17252","5924"
"2019-02-20","Russia","Saint Petersburg","1","1","business","3307","7516"
"2019-02-15","Russia","Yekaterinburg","1","0","leasure","2436","6054"
"2019-03-14","Western Europe","Vienna","3","1","leasure","12593","17648"
"2019-02-20","International","Prague","1","1","business","2547","22824"
"2019-02-15","Arabia","Doha","2","1","leasure","31301","21325"
"2019-02-17","International","Istanbul","3","1","leasure","9322","24783"
"2019-02-16","Western Europe","Paris","4","0","business","20914","6055"
"2019-10-03","International","Riga","9","0","leasure","90880","9054"
"2019-02-19","Southern Europe","Varese","2","1","business","9721","12480"
"2019-02-19","Russia","Vladivostok","1","1","business","4942","6854"
"2019-03-09","Western Europe","Grenoble","7","0","leasure","48417","31055"
"2019-02-14","Russia","Novosibirsk","2","0","business","5499","28396"
"2019-02-25","International","Udon Thani","1","0","business","3177","27552"
"2019-03-04","Russia","Moscow","2","1","business","9972","5952"
"2019-02-25","Russia","Omsk","3","1","business","7550","15316"
"2019-06-29","Western Europe","Paris","3","1","business","57743","16723"
"2019-02-17","Russia","Kaluga","5","1","business","14524","14684"
"2019-03-20","Western Europe","Antwerp","3","0","business","11106","6983"
"2019-04-26","Russia","Saint Petersburg","3","1","leasure","12743","7058"
"2019-02-20","Russia","Kaluga","1","1","business","2721","7621"
"2019-05-06","Southern Europe","Lisbon","2","1","business","15164","27010"
"2019-02-17","Russia","Yekaterinburg","3","1","business","12689","16741"
"2019-02-17","Russia","Feodosiya","1","1","business","2046","14684"
"2019-02-14","Russia","Ufa","1","1","business","3962","28396"
"2019-02-19","International","Guangzhou","10","1","leasure","139997","22824"
"2019-02-16","Russia","Moscow","2","1","leasure","11974","7813"
"2019-02-20","Western Europe","Aschheim","1","1","business","11760","28396"
"2019-03-16","International","San Francisco","5","0","business","321798","32253"
"2019-03-22","International","Riviera Village","1","1","business","14831","24435"
"2019-02-19","Western Europe","Paris","2","1","business","9728","24435"
"2019-02-23","International","Buenos Aires","2","1","leasure","23661","26168"
"2019-02-14","Western Europe","Nottingham","2","0","business","7604","32106"
"2019-07-24","Arabia","Hurghada","9","1","leasure","41480","21769"
"2019-08-28","Southern Europe","Sirmione","9","1","leasure","140968","12440"
"2019-02-26","International","Chiang Mai","1","1","business","2901","27552"
"2019-02-19","CIS","Minsk","1","0","business","2393","7516"
"2019-02-17","Arabia","Al Khobar","3","1","business","39781","16741"
"2019-03-03","Western Europe","Munich","6","1","leasure","46331","20402"
"2019-02-17","International","Tel Aviv","1","1","business","12244","21433"
"2019-04-09","International","Beijing","5","0","business","64997","7029"
"2019-03-19","Western Europe","Munich","7","0","leasure","159259","24309"
"2019-02-18","International","Mbabane","1","1","business","7780","30319"
"2019-02-21","Russia","Kazan","1","1","business","2530","7516"
"2019-03-15","International","Phu Quoc","8","1","leasure","134076","26829"
"2019-02-18","International","Istanbul","3","1","business","4874","31359"
"2019-03-11","Russia","Krasnoyarsk","5","1","business","55370","14684"
"2019-02-18","Western Europe","Luxembourg","4","1","business","35518","21325"
"2019-05-01","International","Hong Kong","6","1","leasure","80258","28879"
"2019-03-10","Western Europe","Lyon","6","1","leasure","35568","33487"
"2019-02-17","Western Europe","Charleroi","1","0","business","4833","34136"
"2019-04-15","International","New York","7","1","leasure","73473","18636"
"2019-02-19","International","Bangkok","1","1","leasure","4626","28396"
"2019-05-07","International","Prague","4","1","business","36127","21587"
"2019-02-15","International","Koh Phangan","3","1","leasure","15876","10419"
"2019-02-21","Russia","Saint Petersburg","2","1","business","10325","22888"
"2019-02-19","CIS","Almaty","2","1","business","37846","29826"
"2019-02-21","Western Europe","Oberammergau","10","1","leasure","60935","17170"
"2019-04-08","Western Europe","Berlin","4","1","leasure","45047","18459"
"2019-02-18","Russia","Tambov","2","1","business","7154","14684"
"2019-05-09","International","New Delhi","4","1","leasure","14964","6140"
"2019-03-23","Western Europe","Gennevilliers","7","1","leasure","35311","6988"
"2019-03-19","Russia","Saint Petersburg","4","1","business","37274","13330"
"2019-03-20","Western Europe","London","7","0","leasure","148271","23403"
"2019-07-28","Western Europe","Paris","3","1","leasure","36399","23995"
"2019-02-25","Western Europe","Berlin","2","1","leasure","53682","23175"
"2019-02-19","Russia","Moscow","1","1","business","4125","10194"
"2019-02-27","Russia","Nizhniy Novgorod","1","1","business","3819","21468"
"2019-02-19","Russia","Arkhangelsk","3","1","business","9866","21433"
"2019-02-20","Southern Europe","Milan","6","1","leasure","101592","23402"
"2019-05-30","International","Chicago","3","0","leasure","46138","21587"
"2019-02-16","Western Europe","Paris","1","1","leasure","17685","18862"
"2019-02-19","Russia","Moscow","2","1","business","10686","12480"
"2019-03-19","Southern Europe","Athens","13","1","leasure","72552","6903"
"2019-03-09","Southern Europe","Milan","1","0","leasure","4578","27930"
"2019-09-04","International","New York","6","1","leasure","116283","34482"
"2019-03-29","Western Europe","Berlin","4","1","business","28435","15506"
"2019-02-24","International","Bali","7","1","leasure","22386","16503"
"2019-02-16","International","Kuala Lumpur","5","1","business","12829","32561"
"2019-04-08","Southern Europe","Lisbon","3","0","leasure","12648","28885"
"2019-04-10","International","Cali","5","1","business","11777","32589"
"2019-04-27","International","New York","3","1","leasure","120701","20029"
"2019-02-17","International","Vung Tau","2","1","business","19834","13729"
"2019-02-24","International","Shanghai","4","1","business","30602","13729"
"2019-02-18","Russia","Moscow","1","1","business","6160","7213"
"2019-02-19","Russia","Stavropol","3","1","business","10262","7213"
"2019-02-20","CIS","Bishkek","2","1","business","11278","13729"
"2019-02-19","Western Europe","Liverpool","1","1","business","10632","24763"
"2019-02-18","Southern Europe","Belgrade","4","1","business","18189","13729"
"2019-02-16","International","Oakland Park","2","0","leasure","16005","19184"
"2019-02-18","Russia","Moscow","5","1","business","22459","7424"
"2019-02-21","Russia","Saint Petersburg","1","1","business","3767","14684"
"2019-02-18","Russia","Samara","1","1","business","2238","22888"
"2019-04-14","International","Guangzhou","3","0","business","41949","22905"
"2019-04-17","CIS","Aktobe","2","1","business","6113","14546"
"2019-02-18","Russia","Yekaterinburg","3","1","business","7967","16100"
"2019-02-19","Russia","Moscow","1","1","business","8287","19131"
"2019-02-17","CIS","Nur-Sultan","2","1","business","18284","32561"
"2019-03-11","Russia","Moscow","3","1","business","11651","6802"
"2019-02-18","Russia","Voronezh","2","1","business","7369","7516"
