"arrival_date","destination_region","destination_city","length_of_stay","has_meal","purpose_trip","sell_price","user_id"
"2019-03-02","Western Europe","Paris","8","1","leasure","136950","32958"
"2019-02-17","International","Tbilisi","2","1","business","6719","21027"
"2019-03-07","International","Istanbul","3","1","leasure","16961","32808"
"2019-02-27","Western Europe","Berlin","1","1","business","9128","14684"
"2019-03-21","Arabia","Hurghada","4","1","leasure","9800","31810"
"2019-02-21","Russia","Kazan","1","1","business","4917","23934"
"2019-04-04","Western Europe","Leverkusen","2","1","business","34843","25640"
"2019-02-27","Russia","Saint Petersburg","4","1","business","11710","14684"
"2019-04-19","Russia","Moscow","3","1","leasure","12097","21568"
"2019-02-15","CIS","Almaty","1","1","business","3038","20604"
"2019-02-20","Western Europe","Paris","1","1","leasure","7032","16707"
"2019-05-10","International","Prague","3","1","leasure","20405","33791"
"2019-02-25","Southern Europe","Florence","6","1","leasure","32217","19552"
"2019-02-17","International","Vilnius","1","1","business","7789","20784"
"2019-02-27","International","Istanbul","2","1","business","34503","5782"
"2019-06-18","International","Langkawi","4","1","business","67429","21768"
"2019-05-11","Western Europe","Gloucester","1","1","leasure","13836","15393"
"2019-02-20","CIS","Bishkek","2","1","business","11278","13729"
"2019-02-19","CIS","Mogilev","1","1","business","3775","13729"
"2019-03-05","Russia","Krasnoyarsk","1","1","business","15003","13729"
"2019-02-24","International","Tel Aviv","3","1","business","18345","31134"
"2019-03-14","CIS","Tashkent","2","1","business","16352","13729"
"2019-02-15","Arabia","Marrakesh","1","0","business","2030","15393"
"2019-10-19","Southern Europe","Corfu","1","1","leasure","4391","14193"
"2019-02-23","Western Europe","Manchester","1","1","leasure","14060","24763"
"2019-03-24","Western Europe","London","4","1","business","47323","12888"
"2019-02-17","Russia","Kazan","2","1","business","5913","13729"
"2019-02-14","International","Tallinn","1","1","business","3368","10379"
"2019-02-15","Arabia","Ajman","4","0","leasure","18156","21769"
"2019-02-23","Russia","Vladivostok","1","1","leasure","14195","12412"
"2019-04-13","Russia","Ussuriysk","1","1","leasure","2232","12412"
"2019-02-28","Western Europe","Munich","3","1","leasure","40317","25301"
"2019-02-17","Russia","Moscow","2","1","business","13665","15804"
"2019-02-17","Russia","Moscow","5","1","business","20500","14684"
"2019-03-20","International","Istanbul","9","1","leasure","137908","5830"
"2019-02-18","Western Europe","Watford","3","1","business","42018","9899"
"2019-02-15","Russia","Nizhny Tagil","7","0","leasure","21123","8030"
"2019-02-19","Russia","Lipetsk","1","1","business","2525","34321"
"2019-02-18","Russia","Tyumen","4","1","business","18485","26933"
"2019-03-24","Western Europe","Paris","3","1","business","40351","26026"
"2019-02-14","Russia","Saint Petersburg","2","1","business","5861","5782"
"2019-02-20","Western Europe","Amsterdam","2","1","business","28938","32125"
"2019-03-28","International","Singapore","4","0","leasure","30470","19560"
"2019-02-21","CIS","Almaty","5","1","business","19019","26582"
"2019-02-14","Russia","Samara","1","1","business","5149","5782"
"2019-02-19","CIS","Almaty","1","1","business","6668","7046"
"2019-06-24","Southern Europe","Platis Gialos","5","1","business","93820","19289"
"2019-03-17","Western Europe","Zurich","4","1","business","109175","15644"
"2019-02-20","Russia","Samara","2","1","business","10009","5824"
"2019-03-12","Arabia","Dubai","2","1","business","13823","18790"
"2019-05-23","Southern Europe","Budva","2","0","business","5815","34667"
"2019-02-18","Russia","Sochi","2","1","business","4436","7588"
"2019-02-14","Russia","Samara","1","1","business","6300","11542"
"2019-02-15","Russia","Novosibirsk","2","1","leasure","4584","15284"
"2019-02-19","Russia","Perm","3","1","business","14905","27864"
"2019-02-16","Western Europe","Frankfurt","1","1","leasure","23371","5188"
"2019-02-16","Russia","Novosibirsk","3","1","business","8296","15284"
"2019-02-20","Russia","Rostov-on-Don","2","1","business","7041","14684"
"2019-02-17","Russia","Murmansk","12","1","leasure","22484","19826"
"2019-02-18","Russia","Saint Petersburg","4","1","business","13889","16741"
"2019-02-25","Southern Europe","Milan","1","1","business","12875","25540"
"2019-02-16","CIS","Nur-Sultan","1","1","leasure","2772","23672"
"2019-02-19","Russia","Voronezh","2","1","business","7145","31247"
"2019-02-17","Russia","Novosibirsk","5","1","business","14498","7424"
"2019-05-30","International","Riga","1","1","business","10882","21459"
"2019-03-10","Western Europe","Frankfurt","3","1","business","177055","31001"
"2019-02-19","CIS","Pavlodar","2","1","business","4987","16741"
"2019-02-17","Russia","Novosibirsk","2","1","business","6161","5787"
"2019-02-19","Russia","Moscow","1","1","business","3903","17027"
"2019-02-20","Russia","Novosibirsk","1","1","business","3414","5787"
"2019-02-20","Russia","Moscow","1","1","business","3251","7516"
"2019-02-24","Russia","Moscow","1","1","business","3008","28083"
"2019-02-18","Western Europe","Paris","3","1","business","31261","16695"
"2019-02-18","Russia","Moscow","3","1","business","45642","9996"
"2019-02-18","Russia","Volgograd","3","1","business","10918","11398"
"2019-02-20","Russia","Yekaterinburg","2","1","business","6382","6824"
"2019-02-16","Russia","Khimki","1","1","leasure","3650","5932"
"2019-02-17","Russia","Moscow","6","1","leasure","30964","783"
"2019-02-17","Southern Europe","Athens","4","0","business","11853","29100"
"2019-02-21","Russia","Kyzyl","9","1","leasure","25146","5949"
"2019-02-18","Russia","Saint Petersburg","1","1","business","3115","29945"
"2019-02-17","International","Sakarya","1","1","business","3209","14684"
"2019-04-10","Western Europe","Marne-la-Vallee","2","0","leasure","20884","19560"
"2019-02-20","Western Europe","London","2","1","business","23200","15194"
"2019-02-18","International","Boracay Island","4","1","business","23704","21769"
"2019-03-30","Russia","Grozny","1","0","leasure","2387","28396"
"2019-03-11","Southern Europe","Verona","9","1","leasure","42455","13636"
"2019-05-18","Western Europe","Salzburg","2","1","leasure","38536","19824"
"2019-05-03","Southern Europe","Genoa","5","1","business","25560","6701"
"2019-04-15","Southern Europe","Monza","5","1","business","42285","11539"
"2019-03-19","Western Europe","Cologne","3","1","business","21938","20538"
"2019-03-09","Southern Europe","Rome","7","1","leasure","27463","5933"
"2019-03-13","International","Prague","3","1","business","9102","6146"
"2019-03-13","Western Europe","Diegem","2","1","business","16913","7161"
"2019-05-13","Russia","Rostov-on-Don","1","1","leasure","4101","6156"
"2019-04-04","Western Europe","Paris","3","1","leasure","30569","28321"
"2019-03-11","Russia","Volgograd","2","1","business","8953","6146"
"2019-03-07","Southern Europe","Rome","1","1","business","2886","19246"
"2019-06-02","International","Portland","4","1","business","79727","26582"
"2019-05-19","International","Guangzhou","4","1","business","49997","23679"
"2019-02-20","Southern Europe","Belgrade","1","1","business","3925","36102"
"2019-04-12","Southern Europe","Lisbon","6","1","leasure","93774","15541"
"2019-02-21","Russia","Saint Petersburg","1","1","business","1910","23469"
"2019-05-21","Southern Europe","Bari","2","1","leasure","14160","15501"
"2019-03-20","Western Europe","Berlin","7","0","leasure","14184","6442"
"2019-03-11","International","Johanneshov","14","1","leasure","118738","20784"
"2019-02-25","Southern Europe","Pavia","4","1","business","29531","29158"
"2019-02-28","Russia","Rostov-on-Don","1","1","business","3085","14684"
"2019-09-01","Western Europe","Frankfurt","7","0","leasure","21814","5989"
"2019-03-12","CIS","Minsk","2","1","business","18266","20447"
"2019-03-10","Southern Europe","Rimini","7","1","leasure","51794","31496"
"2019-02-26","Western Europe","Frankfurt","2","1","business","16209","22423"
"2019-03-14","Russia","Novosibirsk","1","0","business","1686","7588"
"2019-02-20","Southern Europe","Belgrade","8","1","leasure","65069","5782"
"2019-05-30","International","Riga","1","1","leasure","15830","21459"
"2019-05-06","International","Los Angeles","1","0","business","12035","18547"
"2019-04-27","Western Europe","Nice","15","0","leasure","71339","23640"
"2019-04-25","Russia","Saint Petersburg","3","1","leasure","25065","15994"
"2019-04-03","Western Europe","Paris","4","1","business","83887","10409"
"2019-02-27","Western Europe","Geneva","4","1","business","45502","13393"
"2019-02-24","Southern Europe","Madrid","3","1","business","40873","30319"
"2019-02-20","Russia","Moscow","2","1","business","10965","36102"
"2019-02-25","Southern Europe","Belgrade","2","1","business","8272","23995"
"2019-04-17","Russia","Listvyanka","1","1","business","2528","6875"
"2019-02-26","Russia","Lis'va","1","1","business","2951","14684"
"2019-03-05","Southern Europe","Barcelona","10","0","leasure","69897","16088"
"2019-04-14","International","Guangzhou","4","1","business","50222","13309"
"2019-03-03","Western Europe","Munich","3","1","business","12908","17170"
"2019-02-24","Russia","Moscow","3","1","business","10108","18906"
"2019-03-04","Western Europe","Munich","2","1","business","39464","10189"
"2019-07-10","Western Europe","Paris","3","0","business","55820","13784"
"2019-02-17","Russia","Tula","2","1","business","4836","6581"
"2019-02-18","International","Sofia","2","1","business","5990","22824"
"2019-03-12","Russia","Nizhniy Novgorod","6","1","leasure","11549","16655"
"2019-05-17","International","Aspers","2","0","leasure","19883","30935"
"2019-04-07","Southern Europe","Rome","7","1","leasure","44836","10057"
"2019-02-24","International","Tallinn","1","0","business","17731","24066"
"2019-04-06","International","San Francisco","7","0","leasure","137535","20784"
"2019-07-20","Southern Europe","Corfu","4","1","leasure","36328","19043"
"2019-09-19","Western Europe","Cologne","1","0","business","26092","24435"
"2019-06-26","CIS","Odessa","9","0","leasure","22983","23210"
"2019-08-01","Southern Europe","Almeria","3","1","leasure","39453","20636"
"2019-12-16","International","Durban","1","1","leasure","20214","31314"
"2019-05-04","Western Europe","London","1","1","leasure","11838","24763"
"2019-02-24","International","Shanghai","4","1","business","33040","13729"
"2019-02-17","International","Ulsteinvik","7","1","leasure","66418","25141"
"2019-12-24","International","Sunny Isles Beach","9","0","leasure","60825","23066"
"2019-02-20","Southern Europe","Madrid","3","1","business","25707","34177"
"2019-04-22","Southern Europe","Belgrade","1","0","leasure","2821","0"
"2019-04-11","Western Europe","Paris","12","0","leasure","150574","0"
"2019-03-24","Southern Europe","Rome","5","1","leasure","37554","0"
"2019-03-01","International","Warsaw","4","0","leasure","13188","0"
"2019-03-08","Southern Europe","Milan","7","1","leasure","64198","0"
"2019-03-03","Western Europe","Hamburg","7","0","leasure","40516","0"
"2019-02-16","Russia","Nizhnevartovsk","1","1","leasure","5768","0"
"2019-04-26","Western Europe","Bruges","2","0","leasure","25756","0"
"2019-02-16","Russia","Dombay","1","0","leasure","3044","0"
"2019-03-09","International","Sopot","6","0","leasure","16018","0"
"2019-02-15","International","Helsinki","1","0","business","8067","0"
"2019-02-22","Western Europe","Paris","7","0","leasure","48358","0"
"2019-03-20","Western Europe","Lyon","4","1","business","26740","0"
"2019-02-15","Russia","Moscow","1","0","business","2910","0"
"2019-02-22","Southern Europe","Madrid","6","0","leasure","53048","0"
"2019-04-28","Western Europe","Paris","14","1","leasure","200162","0"
"2019-02-28","Western Europe","Paris","3","0","leasure","11141","0"
"2019-03-02","Western Europe","Paris","5","0","leasure","80303","0"
"2019-04-15","International","Helsinki","3","1","business","33337","0"
"2019-03-22","Western Europe","Dublin","9","0","leasure","59430","0"
"2019-03-06","Western Europe","Lyon","6","0","leasure","48908","0"
"2019-08-24","Russia","Alushta","5","1","business","30707","0"
"2019-02-25","International","Tokyo","4","0","business","34298","0"
"2019-04-19","Russia","Saint Petersburg","4","1","business","17599","19119"
"2019-02-24","Russia","Moscow","5","1","business","16921","11386"
"2019-02-20","Russia","Moscow","4","1","business","17294","19131"
"2019-04-30","Western Europe","Paris","4","1","business","42251","18126"
"2019-03-27","Western Europe","Garmisch-Partenkirchen","8","1","leasure","166573","25236"
"2019-02-18","Russia","Moscow","1","1","business","5241","7621"
"2019-02-20","International","Warsaw","3","1","business","46367","21325"
"2019-03-03","Russia","Vladimir","2","1","business","6412","14684"
"2019-03-03","Russia","Moscow","1","1","business","4123","6211"
"2019-05-03","Western Europe","Paris","2","1","leasure","14876","34435"
"2019-04-27","International","Riga","8","0","leasure","71793","5883"
"2019-02-16","Russia","Moscow","6","1","leasure","26224","21855"
"2019-03-01","Western Europe","Paris","4","1","business","22606","10251"
"2019-05-11","Southern Europe","Alcudia","7","0","leasure","44010","19079"
"2019-02-19","International","Ankara","3","1","business","19211","18217"
"2019-02-14","Russia","Rybinsk","4","1","leasure","11359","5793"
"2019-03-10","International","Prague","7","1","leasure","27181","18233"
"2019-02-14","Russia","Ryazan","1","1","business","2048","32561"
"2019-03-03","Southern Europe","Larnaca","7","1","leasure","20951","15971"
"2019-02-17","International","Cochin","3","1","business","28964","12759"
"2019-02-17","International","Kasane","1","1","business","15210","30319"
"2019-03-22","Russia","Saint Petersburg","5","1","leasure","6558","7588"
"2019-06-21","International","Copenhagen","3","1","leasure","29860","22703"
"2019-05-25","Southern Europe","Rhodes","7","1","leasure","34308","19043"
"2019-03-11","Western Europe","Paris","9","1","leasure","80225","10251"
"2019-02-16","Russia","Moscow","1","0","leasure","8912","6134"
"2019-02-17","Russia","Voronezh","2","1","business","5625","10194"
"2019-05-01","Western Europe","Paris","3","1","business","43585","33001"
"2019-02-14","Russia","Astrakhan","1","1","business","2406","9899"
"2019-04-16","International","Guangzhou","3","1","business","30716","19916"
"2019-03-10","International","Singapore","6","1","leasure","48095","16301"
"2019-03-10","Western Europe","Berlin","15","1","leasure","42126","5956"
"2019-02-17","Russia","Maykop","3","1","leasure","24453","11398"
"2019-04-01","International","Nha Trang","14","1","leasure","45373","22132"
"2019-04-22","International","Ostrava","1","1","leasure","27935","22349"
"2019-02-18","Russia","Saint Petersburg","1","0","business","8727","22758"
"2019-03-10","International","Houston","5","1","business","80009","36102"
"2019-03-10","International","Houston","5","1","business","80009","36102"
"2019-03-02","International","Budapest","1","1","leasure","5155","32808"
"2019-04-08","Western Europe","Vienna","1","1","business","6788","18718"
"2019-05-24","Southern Europe","Agios Georgios","5","0","business","11037","18884"
"2019-05-11","Western Europe","Amsterdam","1","1","leasure","23457","22646"
"2019-02-21","Russia","Krasnodar","1","1","business","2466","14684"
"2019-02-20","International","Mumbai","2","1","business","38616","5782"
"2019-03-11","Southern Europe","Barcelona","10","0","leasure","116725","6715"
"2019-02-19","CIS","Baku","2","1","business","13188","11539"
"2019-03-14","Russia","Saint Petersburg","1","1","business","20802","24161"
"2019-02-28","Southern Europe","Athens","1","1","business","686","19246"
"2019-03-20","International","Balaclava","4","1","leasure","83074","21768"
"2019-03-27","Southern Europe","Venice","2","1","business","7729","5933"
"2019-04-14","Southern Europe","Lisbon","1","1","business","12848","32561"
"2019-02-20","Arabia","Dubai","14","1","leasure","80352","31914"
"2019-04-03","Southern Europe","Bergamo","1","0","leasure","12047","27842"
"2019-02-19","Western Europe","London","1","1","business","23287","10663"
"2019-03-23","International","Jurmala","1","1","leasure","3023","21568"
"2019-03-08","International","Prague","3","1","leasure","18742","21587"
"2019-02-19","Western Europe","Munich","2","1","business","28824","17088"
"2019-08-01","International","Busan","17","0","leasure","119979","6670"
"2019-03-02","International","Lima","1","1","leasure","10941","26168"
"2019-04-30","Russia","Khimki","1","1","business","3873","19683"
"2019-03-07","International","Playa del Carmen","3","1","leasure","29260","32990"
"2019-02-17","International","Seoul","5","1","business","17791","16879"
"2019-02-27","Western Europe","Bingen am Rhein","3","1","business","16031","7877"
"2019-02-16","Russia","Moscow","1","1","leasure","8988","20860"
"2019-03-11","International","Bali","10","1","leasure","102785","7749"
"2019-02-21","Russia","Stavropol","2","0","business","7671","14806"
"2019-02-17","Russia","Novokuznetsk","1","1","business","3331","16741"
"2019-02-17","Western Europe","Dusseldorf","1","1","business","8969","21325"
"2019-03-04","Southern Europe","Madrid","3","1","business","24605","7877"
"2019-04-28","International","Tokyo","4","0","business","32881","11597"
"2019-02-24","Russia","Moscow","7","1","leasure","46367","14806"
"2019-02-19","Russia","Saint Petersburg","3","1","business","6991","5906"
"2019-02-22","International","Tbilisi","5","1","business","15617","9614"
"2019-05-08","International","Los Angeles","1","0","business","12035","18547"
"2019-02-19","Southern Europe","Rome","4","1","business","23156","23695"
"2019-02-18","Russia","Syzran","5","0","business","8018","30634"
"2019-04-01","Southern Europe","Larnaca","4","1","business","37981","19043"
"2019-03-12","Western Europe","Hamburg","3","1","business","31091","6146"
"2019-04-10","International","Prague","4","1","business","28029","11292"
"2019-02-15","Russia","Kaliningrad","4","1","business","10673","16294"
"2019-02-21","Russia","Voronezh","1","1","business","3009","14546"
"2019-03-14","Southern Europe","Venice","1","1","business","4614","20604"
"2019-03-13","International","Ellaidhoo","1","0","business","2157","34707"
"2019-02-18","Russia","Moscow","1","1","business","5555","19826"
"2019-05-07","International","Prague","4","1","business","54415","21587"
"2019-02-20","Russia","Moscow","1","1","business","10490","22888"
"2019-02-17","Arabia","Medina","3","1","business","18805","21769"
"2019-02-24","Russia","Moscow","4","0","business","15465","7516"
"2019-02-19","Russia","Saint Petersburg","2","1","business","7741","16907"
"2019-02-18","Russia","Moscow","4","1","business","10773","19819"
"2019-04-14","International","Los Angeles","9","1","leasure","181505","18636"
"2019-04-18","International","Istanbul","1","1","business","1576","15414"
"2019-02-18","International","Windhoek","1","1","business","9096","30319"
"2019-02-20","Russia","Nizhniy Novgorod","1","1","business","4587","25055"
"2019-02-15","Russia","Moscow","1","1","business","3222","5892"
"2019-04-09","Southern Europe","Cerro Maggiore","3","1","business","88475","23459"
"2019-02-17","CIS","Minsk","3","1","business","33757","7706"
"2019-03-27","Western Europe","Paris","3","0","business","40871","25748"
"2019-02-21","International","Windhoek","4","1","leasure","21668","30319"
"2019-05-30","International","Chicago","3","0","leasure","32359","21587"
"2019-02-20","Russia","Tyumen","2","1","business","5041","22683"
"2019-03-04","International","Taipei","5","1","business","26366","6206"
"2019-03-03","Southern Europe","Ayia Napa","9","1","leasure","47850","7266"
"2019-02-19","Western Europe","Munich","1","1","business","11990","6134"
"2019-06-13","Western Europe","Utrecht","2","0","business","16622","19560"
"2019-05-01","International","Callao","1","1","business","10419","19683"
"2019-02-20","Russia","Perm","1","1","business","2926","29409"
"2019-02-21","Russia","Ulyanovsk","1","1","business","1775","20447"
"2019-07-19","Southern Europe","Split","1","0","leasure","16670","22732"
"2019-06-14","Western Europe","London","4","1","leasure","49655","19929"
"2019-10-03","International","Bali","9","0","leasure","81641","19043"
"2019-02-24","Southern Europe","Rome","1","1","business","5734","29356"
"2019-02-20","Southern Europe","Oristano","1","1","business","2868","19318"
"2019-02-23","Southern Europe","Bologna","1","1","leasure","7578","29356"
"2019-08-29","International","Playa del Carmen","3","1","leasure","39925","24993"
"2019-05-05","Western Europe","Marne-la-Vallee","3","0","leasure","109129","5860"
"2019-02-22","International","Istanbul","3","0","leasure","20615","19318"
"2019-03-29","International","Jerusalem","3","1","leasure","36041","19265"
"2019-02-20","Arabia","Dubai","3","0","business","12453","21768"
"2019-02-24","International","Rosebank","2","1","business","12880","24435"
"2019-04-30","Western Europe","London","7","1","leasure","47968","6104"
"2019-02-14","Russia","Moscow","1","1","business","7640","5952"
"2019-02-14","Russia","Kostroma","5","0","business","12647","19613"
"2019-02-17","International","New York","4","1","business","70267","21614"
"2019-02-21","International","Singapore","4","1","leasure","39445","32968"
"2019-02-18","Russia","Yekaterinburg","3","1","business","11861","8389"
"2019-03-01","Russia","Moscow","9","0","leasure","12202","6928"
"2019-02-23","Russia","Perm","1","1","leasure","2966","5952"
"2019-03-04","Western Europe","Vienna","4","1","leasure","69463","32808"
"2019-03-03","CIS","Almaty","2","1","business","9732","14684"
"2019-05-22","Southern Europe","Corfu","7","1","leasure","41338","19043"
"2019-02-15","Russia","Kemerovo","3","1","leasure","6318","23082"
"2019-03-12","Southern Europe","Milan","3","1","business","24996","7877"
"2019-02-19","Russia","Moscow","1","1","business","8533","25149"
"2019-03-08","Russia","Pyatigorsk","4","0","business","7387","5790"
"2019-02-27","Russia","Saint Petersburg","3","1","business","8248","36102"
"2019-02-20","Russia","Vladivostok","3","0","business","3803","6893"
"2019-05-25","Western Europe","Vienna","3","1","business","25727","18189"
"2019-05-25","Western Europe","Vienna","3","1","business","25727","18189"
"2019-04-01","International","Guangzhou","6","0","leasure","23256","31332"
"2019-02-17","Russia","Moscow","3","1","business","13519","6738"
"2019-04-19","Russia","Saint Petersburg","3","1","leasure","39457","18359"
"2019-02-19","Russia","Omsk","2","1","business","7019","14684"
"2019-02-18","Western Europe","Bordeaux","1","1","business","13518","20864"
"2019-02-25","Russia","Moscow","2","1","business","7656","19819"
"2019-02-18","Russia","Nakhabino","1","1","business","8916","21696"
"2019-02-17","Western Europe","Vienna","1","1","business","5841","14684"
"2019-02-24","Russia","Yaroslavl","2","1","business","9275","17088"
"2019-02-19","Russia","Smolensk","2","1","business","6383","15316"
"2019-06-22","Russia","Irkutsk","1","1","leasure","19443","15755"
"2019-02-21","CIS","Yerevan","1","1","business","2977","9954"
"2019-04-13","Southern Europe","Funchal","4","1","business","92460","15692"
"2019-02-15","Western Europe","Vienna","1","1","business","8503","26990"
"2019-03-20","Western Europe","Berlin","4","1","business","22630","6703"
"2019-03-19","Southern Europe","Barcelona","7","1","leasure","84945","22322"
"2019-02-25","Western Europe","Frankfurt","9","1","leasure","79305","5188"
"2019-02-21","Russia","Moscow","1","1","business","5303","14684"
"2019-03-07","Western Europe","Berlin","2","1","business","22956","7791"
"2019-05-04","International","Santa Monica","2","0","leasure","106088","26347"
"2019-03-19","International","Busan","2","0","business","8613","11229"
"2019-02-25","Russia","Kazan","1","1","business","2147","9683"
"2019-05-16","International","Istanbul","2","1","business","2901","34651"
"2019-02-27","Russia","Krasnaya Polyana","2","1","business","63700","23526"
"2019-02-23","Western Europe","Berlin","4","0","business","38488","23336"
"2019-02-21","Russia","Saint Petersburg","1","1","business","5240","28396"
"2019-02-18","Western Europe","Brussels","1","1","business","11486","19274"
"2019-03-12","International","Istanbul","3","1","leasure","21393","17498"
"2019-03-18","Western Europe","Paris","3","1","business","73209","26140"
"2019-02-17","International","Helsingborg","1","1","business","7209","8098"
"2019-02-19","Russia","Tayshet","1","1","business","3060","6893"
"2019-02-22","Western Europe","Hamburg","7","1","leasure","29608","11171"
"2019-03-09","Southern Europe","Pisa","1","1","leasure","7961","28396"
"2019-02-25","Russia","Moscow","2","1","business","14204","24068"
"2019-03-06","Arabia","Sharm El Sheikh","11","1","leasure","33741","10998"
"2019-02-26","International","Santurce","2","0","business","47160","24149"
"2019-04-20","International","Istanbul","4","1","business","28617","12720"
"2019-05-25","International","Kyoto","1","0","leasure","8985","18744"
"2019-04-05","International","Dallas","2","0","leasure","8289","18889"
"2019-03-02","International","Lima","1","1","leasure","10941","26168"
"2019-02-21","Russia","Moscow","1","1","business","2519","7516"
"2019-04-29","International","Acora","2","1","leasure","12192","22732"
"2019-04-29","International","Yanque","1","1","leasure","4278","22732"
"2019-03-22","Southern Europe","Rome","5","1","leasure","42015","29248"
"2019-02-22","Arabia","Medina","1","0","leasure","2760","21769"
"2019-03-09","International","Tallinn","1","0","leasure","61395","20853"
"2019-03-09","International","Monroeville","1","0","leasure","5754","30327"
"2019-06-13","International","Kuala Lumpur","9","0","leasure","25843","21769"
"2019-04-30","International","Kuala Lumpur","8","0","leasure","22292","6421"
"2019-02-17","Russia","Krasnoyarsk","2","1","business","7286","5848"
"2019-05-03","Southern Europe","Sitges","5","0","business","28056","18744"
"2019-02-17","Russia","Stavropol","6","1","leasure","15035","16741"
"2019-03-28","Western Europe","Paris","3","1","leasure","19434","23441"
"2019-03-31","Russia","Birobidzhan","1","1","business","3372","23031"
"2019-03-07","Russia","Krasnoyarsk","3","0","leasure","5548","13802"
"2019-03-11","Russia","Khabarovsk","3","1","business","17636","23031"
"2019-03-11","International","Vernal","3","1","business","20100","15326"
"2019-03-05","Western Europe","Frankfurt","20","1","leasure","628892","20954"
"2019-02-17","Russia","Novosibirsk","2","1","business","6161","5787"
"2019-12-25","International","Cancun","7","0","leasure","346213","17270"
"2019-03-22","Southern Europe","Limassol","6","1","leasure","35780","18258"
"2019-02-28","Russia","Krasnoyarsk","4","0","leasure","9083","13784"
"2019-02-26","Western Europe","Paris","11","1","leasure","138834","24435"
"2019-03-13","Russia","Moscow","2","1","business","16229","14181"
"2019-02-16","International","Ujjain","1","1","leasure","2501","32769"
"2019-02-28","Arabia","Dubai","3","1","leasure","312816","12742"
"2019-03-27","Arabia","Dubai","7","1","leasure","64353","28873"
"2019-02-18","Russia","Simferopol","7","1","leasure","17683","22888"
"2019-05-29","International","Riga","1","1","leasure","15879","21459"
"2019-05-24","International","Hong Kong","5","1","leasure","60144","30847"
"2019-03-17","International","Playacar","5","1","business","45470","27836"
"2019-03-12","Western Europe","Hamburg","3","1","business","32145","6146"
"2019-02-26","Western Europe","Paris","5","1","leasure","60764","21734"
"2019-03-12","International","Bogota","23","1","leasure","39820","5782"
"2019-03-04","International","Tokyo","7","1","leasure","71530","25822"
"2019-02-20","Russia","Yekaterinburg","1","0","business","1558","16690"
"2019-03-12","Western Europe","Cologne","4","1","business","96556","5800"
"2019-06-09","Southern Europe","Budva","9","1","leasure","95242","18476"
"2019-03-08","Southern Europe","Molos-Agios Konstantinos","2","1","leasure","34776","28630"
"2019-02-17","Southern Europe","Vila Nova de Gaia","2","1","business","7830","6519"
"2019-02-20","Russia","Vladivostok","8","1","leasure","61205","23629"
"2019-02-18","Russia","Moscow","3","1","business","38784","9996"
"2019-04-02","Russia","Khimki","1","1","business","4731","31508"
"2019-02-20","Russia","Nizhniy Novgorod","1","0","business","3770","14684"
"2019-02-19","Russia","Saint Petersburg","2","1","business","4455","6579"
"2019-02-17","Russia","Moscow","1","1","business","6335","20860"
"2019-02-21","Russia","Saint Petersburg","2","1","business","10163","22888"
"2019-02-20","Russia","Moscow","1","1","business","3817","14684"
"2019-02-15","Russia","Sochi","4","0","business","6037","23082"
"2019-03-26","Western Europe","Amsterdam","2","1","leasure","26610","25589"
"2019-02-21","Russia","Big Gelendzhik","3","1","leasure","12616","23326"
"2019-02-28","Russia","Krasnaya Polyana","1","1","business","8329","14806"
"2019-02-27","Russia","Livni","2","1","business","5777","14684"
"2019-02-19","Russia","Vladivostok","3","1","business","10626","14684"
"2019-03-04","Western Europe","Berlin","2","1","business","21814","11539"
"2019-02-18","Russia","Ufa","3","1","business","8177","23459"
"2019-04-08","Western Europe","Munich","3","0","business","80019","19916"
"2019-02-20","Russia","Zvenigorod","1","1","business","4309","26957"
"2019-03-13","International","Pretoria","1","1","business","6474","36102"
"2019-04-09","Southern Europe","Madrid","4","1","business","65950","24149"
"2019-04-13","Southern Europe","Palma de Mallorca","3","1","business","48886","24149"
"2019-02-26","Western Europe","Nuremberg","1","1","business","14662","33129"
"2019-02-22","Southern Europe","Cartagena","3","1","leasure","12087","26494"
"2019-03-21","Russia","Anapa","1","1","business","1442","14684"
"2019-02-19","Russia","Krasnodar","1","1","business","6096","14806"
"2019-02-16","International","Caletas","2","0","leasure","15651","28396"
"2019-02-15","Russia","Kaliningrad","1","1","business","5050","8098"
"2019-02-22","Western Europe","Berlin","2","0","leasure","17359","32589"
"2019-09-24","Southern Europe","Porto","2","1","business","10417","20478"
"2019-02-18","Russia","Moscow","3","1","business","12064","687"
"2019-07-15","Russia","Sevastopol","14","0","leasure","71830","20687"
"2019-07-18","Southern Europe","Split","3","1","leasure","71326","6199"
"2019-04-01","Southern Europe","Rome","6","1","leasure","75958","22888"
"2019-02-23","Western Europe","Cointrin","1","1","leasure","7991","25301"
"2019-05-21","International","Tokyo","2","1","leasure","28776","18145"
"2019-02-22","International","Istanbul","4","1","business","19070","26607"
"2019-02-17","Russia","Moscow","2","1","business","18534","15804"
"2019-02-14","Russia","Rostov-on-Don","1","1","business","2436","10388"
"2019-02-23","International","Callao","1","1","leasure","8446","14806"
"2019-04-19","Western Europe","Rotterdam","1","1","business","5370","15304"
"2019-02-25","Russia","Astrakhan","2","1","business","4442","14806"
"2019-02-17","Russia","Moscow","5","1","business","15778","7516"
"2019-02-19","Southern Europe","Athens","3","1","business","23817","32125"
"2019-03-25","Western Europe","Paris","13","0","leasure","145369","6513"
"2019-03-05","Western Europe","Berlin","2","0","leasure","43626","33337"
