"arrival_date","destination_region","destination_city","length_of_stay","has_meal","purpose_trip","sell_price","user_id","partner_geo"
"2019-05-06","Western Europe","Dusseldorf","6","1","leasure","80226","22682","CIS"
"2019-04-27","Western Europe","Paris","10","0","leasure","129690","13020","Russia"
"2019-04-15","Russia","Naberezhnye Chelny","1","1","business","3025","21468","Russia"
"2019-04-15","Russia","Naberezhnye Chelny","1","1","business","3025","21468","Russia"
"2019-04-29","Western Europe","Slough","3","1","business","24532","6268","Russia"
"2019-05-24","Russia","Moscow","1","1","business","3493","13108","Russia"
"2019-05-15","Western Europe","Munich","10","1","leasure","121253","4016","CIS"
"2019-04-19","Russia","Balashikha","1","0","business","2396","16741","Russia"
"2019-04-22","International","Changzhou","2","1","business","14353","7877","CIS"
"2019-04-17","Russia","Moscow","1","0","business","2304","16741","Russia"
"2019-05-01","Southern Europe","Rome","4","1","business","80198","35753","CIS"
"2019-04-17","Russia","Ufa","1","0","leasure","1880","6527","Russia"
"2019-05-27","International","Bucharest","2","1","business","30131","25288","International"
"2019-05-16","Western Europe","Luebeck","3","1","leasure","24358","32370","Russia"
"2019-04-16","Russia","Nizhniy Novgorod","1","1","business","2774","14684","Russia"
"2019-05-29","Russia","Moscow","4","1","business","102426","5952","Russia"
"2019-04-23","Russia","Moscow","1","1","business","3002","6119","Russia"
"2019-05-07","Southern Europe","Barcelona","8","0","leasure","78738","6962","Russia"
"2019-04-22","Russia","Krasnoyarsk","2","1","business","14161","19819","Russia"
"2019-05-12","International","Copenhagen","1","1","business","16527","14684","Russia"
"2019-06-12","CIS","Tashkent","3","1","business","16425","32370","Russia"
"2019-04-16","Russia","Cherepovets","3","1","business","4557","19615","Russia"
"2019-04-20","Russia","Khabarovsk","2","1","leasure","5493","23082","Russia"
"2019-05-04","International","San Jose","2","1","leasure","11187","33328","Balkans"
"2019-04-23","International","Istanbul","2","1","business","13600","26582","Russia"
"2019-04-19","Russia","Voronezh","1","1","leasure","3439","5952","Russia"
"2019-04-18","Western Europe","Lyon","1","0","business","2760","34841","International"
"2019-05-19","International","Kyoto","6","1","leasure","41552","18303","International"
"2019-06-15","Western Europe","Paris","13","0","leasure","79183","37457","Russia"
"2019-07-02","Russia","Moscow","1","0","business","2722","24501","Russia"
"2019-04-30","Southern Europe","La Spezia","3","1","business","21139","29367","Western Europe"
"2019-09-13","International","Kemer","7","1","leasure","57859","21625","Arabia"
"2019-05-18","International","Zhubei","4","1","business","48728","14806","Russia"
"2019-04-16","Russia","Cherepovets","3","1","leasure","20714","6703","Russia"
"2019-06-18","Western Europe","Paris","7","1","leasure","167649","14273","Russia"
"2019-06-02","Southern Europe","Agios Theodoros","11","1","leasure","92904","11421","CIS"
"2019-04-22","Russia","Vladivostok","4","1","business","17962","16785","Russia"
"2019-04-17","Russia","Moscow","1","1","business","3355","6703","Russia"
"2019-05-13","Russia","Yuzhno-Sakhalinsk","2","1","business","28864","23459","Russia"
"2019-04-27","Southern Europe","Naples","1","1","leasure","54640","26140","Western Europe"
"2019-04-17","Western Europe","Antwerp","2","1","business","23379","14806","Russia"
"2019-04-18","International","Istanbul","1","1","leasure","42745","31423","Balkans"
"2019-05-14","Russia","Obninsk","2","1","business","10473","24200","International"
"2019-04-18","Russia","Abakan","1","1","business","2912","14546","Russia"
"2019-04-26","Western Europe","Amsterdam","5","0","business","138384","32953","International"
"2019-04-17","Russia","Moscow","3","0","business","7314","7516","Russia"
"2019-04-24","Russia","Sochi","2","1","business","6512","14806","Russia"
"2019-04-23","International","Warsaw","4","0","business","2978","18961","International"
"2019-04-19","Arabia","Abu Dhabi","2","0","leasure","5554","21625","Arabia"
"2019-04-23","International","Izmir","2","1","business","16320","34750","International"
"2019-08-09","International","Seoul","4","0","business","18690","28416","Russia"
"2019-09-15","International","Bali","1","1","business","9707","32968","International"
"2019-05-21","Russia","Yalta","1","1","business","3621","14684","Russia"
"2019-05-01","Western Europe","Nice","4","1","business","27983","10464","Russia"
"2019-04-18","Western Europe","La Verriere","1","0","business","6610","21325","Russia"
"2019-07-05","Western Europe","London","5","1","business","39587","31304","Southern Europe"
"2019-04-17","Russia","Yegoryevsk","1","1","business","2944","20402","Russia"
"2019-05-08","International","Yiwu","2","1","business","8729","24813","Russia"
"2019-05-15","Western Europe","Paris","9","1","leasure","59718","8415","Russia"
"2019-06-28","Southern Europe","Letojanni","15","1","leasure","93795","24821","Russia"
"2019-04-30","Western Europe","Paris","5","0","business","48553","18193","Russia"
"2019-04-16","Russia","Krasnodar","3","1","business","3586","27623","Baltic States"
"2019-04-17","Russia","Ufa","2","1","leasure","25228","25500","Russia"
"2019-04-16","Southern Europe","Milan","2","0","business","88116","18929","Baltic States"
"2019-05-14","Southern Europe","Milan","7","0","leasure","53167","5945","Russia"
"2019-05-20","International","Guangzhou","8","1","leasure","21021","31332","Russia"
"2019-05-01","Western Europe","Frankfurt","9","1","leasure","244109","6683","Russia"
"2019-04-25","Western Europe","Vienna","1","1","business","19396","33487","Balkans"
"2019-04-23","Southern Europe","Porto","3","1","business","17071","32420","Balkans"
"2019-04-29","Russia","Orel","1","1","business","5602","5786","Russia"
"2019-04-17","Russia","Saint Petersburg","2","1","business","4192","20402","Russia"
"2019-04-17","CIS","Yerevan","1","0","business","6230","15994","Russia"
"2019-05-10","Western Europe","Paris","2","0","leasure","16998","36283","International"
"2019-05-01","Russia","Tyumen","1","0","leasure","3021","19184","Arabia"
"2019-06-18","Russia","Moscow","3","1","business","51296","6651","Russia"
"2019-11-01","Arabia","Dubai","9","1","leasure","399015","15628","Russia"
"2019-06-16","International","Tainan","5","1","business","29354","5782","Russia"
"2019-08-29","Southern Europe","Can Pastilla","5","1","business","32170","18744","Arabia"
"2019-07-17","Southern Europe","Santa Susanna","10","1","leasure","107221","21093","CIS"
"2019-05-06","Western Europe","Frankfurt","1","1","business","10323","23620","Visegrad Group"
"2019-05-01","Russia","Grozny","3","1","business","8738","11432","Russia"
"2019-07-10","Southern Europe","Barcelona","7","0","leasure","72815","15541","Russia"
"2019-05-05","International","Siilinjarvi","1","1","business","6833","19973","Baltic States"
"2019-04-17","Russia","Arkhangelsk","2","1","business","7438","6579","Russia"
"2019-06-16","Western Europe","Innsbruck","3","1","business","22814","24435","Arabia"
"2019-05-29","Western Europe","Vienna","4","1","business","34312","29079","Balkans"
"2019-04-19","Russia","Rostov-on-Don","2","1","leasure","6367","28396","Russia"
"2019-05-10","International","Budapest","3","1","leasure","33301","21535","Russia"
"2019-05-01","CIS","Yerevan","3","1","business","18638","16880","Russia"
"2019-04-17","International","Stockholm","1","1","leasure","9346","28396","Russia"
"2019-04-23","Russia","Vladimir","1","1","business","3200","29003","Russia"
"2019-04-17","Russia","Moscow","2","0","business","5859","21535","Russia"
"2019-04-21","Western Europe","Dresden","10","0","leasure","28670","6966","Russia"
"2019-05-11","International","Sungai Petani","6","1","leasure","28553","30319","International"
"2019-04-19","Russia","Kursk","2","1","leasure","6918","28396","Russia"
"2019-09-10","International","Sydney","3","0","leasure","40715","33346","Russia"
"2019-04-22","Russia","Moscow","1","0","business","2745","28396","Russia"
"2019-04-16","Russia","Nizhnekamsk","3","0","business","5044","11398","Russia"
"2019-04-20","Russia","Troitsk","10","1","leasure","59579","28396","Russia"
"2019-04-16","Russia","Sochi","3","0","business","6639","28396","Russia"
"2019-04-16","Russia","Sochi","3","1","business","1783","28396","Russia"
"2019-05-09","International","Budapest","4","1","leasure","59603","21535","Russia"
"2019-05-21","Russia","Moscow","2","1","business","19421","23934","Russia"
"2019-04-20","International","Sofia","2","0","leasure","6939","28157","International"
"2019-04-17","Russia","Barnaul","1","0","business","2354","28396","Russia"
"2019-05-22","Southern Europe","San Giljan","13","1","leasure","38752","10402","Russia"
"2019-06-19","Southern Europe","Rome","5","1","business","29613","15693","Russia"
"2019-04-18","Russia","Chelyabinsk","1","1","business","2567","31420","Russia"
"2019-05-30","Southern Europe","Madrid","3","1","leasure","520458","26939","Balkans"
"2019-04-17","Russia","Moscow","2","0","business","91537","28396","Russia"
"2019-04-18","Arabia","Dubai","7","1","leasure","96090","6378","Russia"
"2019-04-22","International","Mexico City","5","1","business","88201","11398","Russia"
"2019-04-23","Western Europe","Hamburg","3","1","business","36324","18753","Russia"
"2019-06-13","Southern Europe","Zagreb","3","1","leasure","17710","6579","Russia"
"2019-09-04","Russia","Moscow","3","0","business","9702","5932","Russia"
"2019-05-06","International","Imatra","3","1","business","22027","19973","Baltic States"
"2019-07-15","Western Europe","Berlin","3","1","business","26593","24555","CIS"
"2019-08-27","Southern Europe","Bologna","4","1","business","14092","19043","Baltic States"
"2019-06-27","Southern Europe","Lisbon","3","1","leasure","34167","37880","Visegrad Group"
"2019-04-19","Arabia","Abu Dhabi","6","1","leasure","150551","29356","Southern Europe"
"2019-05-04","Southern Europe","Milan","2","1","leasure","8069","29356","Southern Europe"
"2019-04-21","Southern Europe","San Giljan","3","1","business","49651","29356","Southern Europe"
"2019-12-24","International","New York","8","1","leasure","105407","29356","Southern Europe"
"2019-08-01","International","New York","9","0","leasure","159389","23121","International"
"2019-05-25","Western Europe","Marne-la-Vallee","2","1","leasure","14020","29356","Southern Europe"
"2019-04-29","Russia","Vladivostok","1","1","business","4915","16741","Russia"
"2019-04-25","Western Europe","Paris","18","0","leasure","116643","12811","Russia"
"2019-05-02","Southern Europe","Venice","3","1","leasure","58704","31043","Balkans"
"2019-04-16","CIS","Almaty","3","1","business","27071","35232","Russia"
"2019-04-18","Russia","Cheboksary","1","1","business","2399","5892","Russia"
"2019-04-22","Russia","Belgorod","3","1","business","8508","16672","Russia"
"2019-04-15","Russia","Orel","1","1","business","2234","30636","Russia"
"2019-04-17","Russia","Korolyov","2","0","business","9993","16516","Russia"
"2019-04-16","Western Europe","Saarlouis","1","1","business","7875","6268","Russia"
"2019-04-23","Southern Europe","Milan","6","1","leasure","27115","30841","Southern Europe"
"2019-05-20","International","Gothenburg","4","1","business","102079","17572","CIS"
"2019-05-16","Russia","Saint Petersburg","3","1","leasure","16780","7213","Russia"
"2019-05-04","International","Maraval","2","1","leasure","37733","6177","Russia"
"2019-04-17","Russia","Moscow","1","1","business","8816","21468","Russia"
"2019-04-17","Russia","Tyumen","5","1","business","35982","21468","Russia"
"2019-04-18","Western Europe","Paris","1","0","leasure","6175","32085","International"
"2019-04-22","Russia","Tambov","4","1","business","14554","9954","Russia"
"2019-05-21","Southern Europe","Milan","23","1","leasure","766703","12205","Russia"
"2019-04-18","Russia","Nalchik","1","1","business","1786","9954","Russia"
"2019-05-04","Western Europe","Montreux","2","1","leasure","54545","6590","Russia"
"2019-04-22","Russia","Moscow","3","1","business","10651","20860","Russia"
"2019-05-08","International","Budapest","2","1","leasure","53777","6261","Russia"
"2019-04-18","International","Colombo","2","1","business","7336","29356","Southern Europe"
"2019-08-05","Southern Europe","Pollein","1","1","leasure","8716","29356","Southern Europe"
"2019-06-10","Western Europe","Neumuenster","2","1","business","12112","23558","International"
"2019-08-04","Russia","Pyatigorsk","1","0","business","1723","21353","Russia"
"2019-08-09","International","Seoul","4","0","business","18690","28416","Russia"
"2019-08-17","Southern Europe","Paralia","3","1","business","12451","32634","Western Europe"
"2019-05-01","International","Sunny Beach","3","1","leasure","11332","29158","Balkans"
"2019-04-16","Russia","Samara","3","1","business","14337","7516","Russia"
"2019-05-20","Russia","Khabarovsk","3","1","business","13732","25190","Russia"
"2019-06-02","Western Europe","Nice","4","1","business","39725","11441","Russia"
"2019-04-16","Russia","Moscow","1","1","business","5602","7516","Russia"
"2019-04-24","Russia","Moscow","1","1","business","4351","22888","Russia"
"2019-05-18","Western Europe","Lyon","2","1","leasure","10085","19107","CIS"
"2019-04-28","Western Europe","Paris","4","1","business","57065","21359","CIS"
"2019-07-05","Western Europe","Paris","8","0","leasure","61258","14545","Russia"
"2019-04-18","Western Europe","The Hague","2","1","business","23481","32221","Balkans"
"2019-04-23","Russia","Belgorod","3","1","business","11272","6236","Russia"
"2019-05-06","Western Europe","Nice","4","0","business","18864","6442","Russia"
"2019-04-22","International","Bergen","1","1","business","9909","32561","Russia"
"2019-04-19","Russia","Moscow","1","1","business","3395","16741","Russia"
